trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1066,False,"{'a': 0.002, 'e': 0.11859985678092325}",25,15,18.75807129379651,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.002, 'e': 0.11836289410902086}",30,20,19.896927744565097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.002, 'e': 0.11812640488885272}",25,14,7.942892671424842,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.002, 'e': 0.11789038817446164}",20,0,-12.71611366500791,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1070,False,"{'a': 0.002, 'e': 0.11765484302178045}",20,13,-28.873630870376516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1071,False,"{'a': 0.002, 'e': 0.11741976848862822}",20,9,6.697102246500089,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1072,False,"{'a': 0.002, 'e': 0.11718516363470649}",20,6,24.421007403475727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.002, 'e': 0.11695102752159556}",20,6,3.654499488649946,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1074,False,"{'a': 0.002, 'e': 0.11671735921275064}",25,11,20.33519173834538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.002, 'e': 0.1164841577734982}",30,23,15.45137997093349,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1076,False,"{'a': 0.002, 'e': 0.11625142227103216}",30,12,29.9374633417957,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.002, 'e': 0.11601915177441022}",25,18,6.303485495290204,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.002, 'e': 0.11578734535455006}",20,0,8.93007523727078,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1079,False,"{'a': 0.002, 'e': 0.1155560020842257}",20,10,-2.047394421525235,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1080,False,"{'a': 0.002, 'e': 0.11532512103806376}",20,16,8.891030517636946,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.002, 'e': 0.11509470129253974}",25,0,28.65766069717447,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
1082,False,"{'a': 0.002, 'e': 0.11486474192597435}",20,6,25.905672152055413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.002, 'e': 0.1146352420185298}",20,7,23.31757095500148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1084,False,"{'a': 0.002, 'e': 0.11440620065220618}",20,4,32.22378652939156,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.002, 'e': 0.1141776169108377}",20,0,18.05995314185681,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1086,False,"{'a': 0.002, 'e': 0.11394948988008911}",20,11,15.219819051177412,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.002, 'e': 0.11372181864745198}",20,10,-22.989612414662368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1088,False,"{'a': 0.002, 'e': 0.11349460230224107}",20,12,15.067944261210984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.002, 'e': 0.11326783993559068}",20,14,12.645705619532505,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.002, 'e': 0.11304153064045107}",25,0,-93.67771317823505,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
1091,False,"{'a': 0.002, 'e': 0.11281567351158474}",20,16,8.939021883808174,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.002, 'e': 0.11259026764556287}",25,11,23.716306218960764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.002, 'e': 0.11236531214076172}",20,11,11.08229485413635,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.002, 'e': 0.11214080609735894}",25,16,17.05803697520434,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.002, 'e': 0.11191674861733007}",20,10,-13.766934003681456,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1096,False,"{'a': 0.002, 'e': 0.1116931388044449}",25,7,16.542362537516283,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1097,False,"{'a': 0.002, 'e': 0.11146997576426386}",25,17,15.360151953858606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.002, 'e': 0.11124725860413451}",20,14,10.585465236544842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.002, 'e': 0.11102498643318791}",20,12,-7.010380227125308,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1100,False,"{'a': 0.002, 'e': 0.11080315836233508}",20,12,14.47323286898971,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.002, 'e': 0.11058177350426343}",20,14,4.958540666761928,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.002, 'e': 0.11036083097343324}",20,9,19.85810673767776,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.002, 'e': 0.1101403298860741}",20,6,25.266200054187728,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.002, 'e': 0.10992026936018134}",20,7,-2.533266510964279,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1105,False,"{'a': 0.002, 'e': 0.10970064851551259}",20,6,23.073319163793162,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.002, 'e': 0.10948146647358417}",25,16,6.729763233246048,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1107,False,"{'a': 0.002, 'e': 0.10926272235766762}",25,20,8.113699195223553,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.002, 'e': 0.10904441529278619}",20,14,6.351754214108467,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.002, 'e': 0.10882654440571132}",25,7,25.797910610276546,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.002, 'e': 0.10860910882495918}",20,14,11.148640633370697,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.002, 'e': 0.10839210768078715}",25,19,-0.2778150582784984,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1112,False,"{'a': 0.002, 'e': 0.10817554010519036}",30,12,22.073463423485034,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1113,False,"{'a': 0.002, 'e': 0.10795940523189822}",25,18,8.028937276502177,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.002, 'e': 0.10774370219637096}",35,0,43.84270777510974,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
1115,False,"{'a': 0.002, 'e': 0.10752843013579615}",20,15,9.689667072241516,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.002, 'e': 0.10731358818908525}",25,0,33.27704615043637,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1117,False,"{'a': 0.002, 'e': 0.10709917549687019}",20,0,19.642066983359317,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1118,False,"{'a': 0.002, 'e': 0.10688519120149992}",25,11,16.09950576348617,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1119,False,"{'a': 0.002, 'e': 0.10667163444703696}",25,9,15.450931482807455,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1120,False,"{'a': 0.002, 'e': 0.10645850437925403}",20,2,27.459233490772206,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.002, 'e': 0.10624580014563055}",25,16,9.383902146609671,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.002, 'e': 0.10603352089534931}",20,15,10.764544139923354,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.002, 'e': 0.10582166577929304}",30,8,32.53793020567463,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1124,False,"{'a': 0.002, 'e': 0.10561023395004097}",20,15,2.098630036592988,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.002, 'e': 0.10539922456186553}",30,18,19.02044490023198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.002, 'e': 0.10518863677072886}",30,14,25.83672636997846,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.002, 'e': 0.10497846973427953}",20,8,20.850231908212248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.002, 'e': 0.10476872261184911}",25,11,-19.59634783148357,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1129,False,"{'a': 0.002, 'e': 0.10455939456444882}",20,10,-29.646557755946137,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1130,False,"{'a': 0.002, 'e': 0.1043504847547662}",20,6,0.5941453701704402,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1131,False,"{'a': 0.002, 'e': 0.10414199234716173}",25,5,29.961022124514262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.002, 'e': 0.10393391650766552}",20,0,5.886437165189458,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1133,False,"{'a': 0.002, 'e': 0.10372625640397391}",30,3,18.76612467021812,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.002, 'e': 0.10351901120544622}",30,17,-19.632864229786076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1135,False,"{'a': 0.002, 'e': 0.10331218008310138}",30,12,35.527083011262654,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.002, 'e': 0.10310576220961462}",30,20,-21.52207694779333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1137,False,"{'a': 0.002, 'e': 0.10289975675931418}",25,3,-1.2996255874403406,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
1138,False,"{'a': 0.002, 'e': 0.10269416290817797}",20,9,3.569474450226324,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1139,False,"{'a': 0.002, 'e': 0.10248897983383032}",25,7,21.249609210153785,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.002, 'e': 0.10228420671553866}",20,6,15.561292262809982,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1141,False,"{'a': 0.002, 'e': 0.10207984273421024}",20,10,7.563741468871444,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.002, 'e': 0.10187588707238886}",25,8,24.59691510061344,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.002, 'e': 0.1016723389142516}",25,18,14.065039480854425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.002, 'e': 0.10146919744560556}",20,10,6.763542646805701,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.002, 'e': 0.1012664618538846}",20,0,9.076333392372732,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1146,False,"{'a': 0.002, 'e': 0.10106413132814608}",20,6,-7.744537988760678,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1147,False,"{'a': 0.002, 'e': 0.10086220505906762}",30,21,16.74997921676228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.002, 'e': 0.10066068223894388}",35,11,37.269649561923046,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.002, 'e': 0.10045956206168331}",20,10,20.50015657438768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.002, 'e': 0.10025884372280494}",20,0,29.909551860418883,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.002, 'e': 0.10005852641943513}",20,4,12.001162625306232,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.002, 'e': 0.09985860935030441}",25,13,19.02502086806572,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.002, 'e': 0.09965909171574423}",35,24,11.677589962842383,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1154,False,"{'a': 0.002, 'e': 0.0994599727176838}",25,12,25.359825084683948,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.002, 'e': 0.09926125155964685}",20,14,-9.307348966745636,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1156,False,"{'a': 0.002, 'e': 0.0990629274467485}",35,17,24.4857118769411,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.002, 'e': 0.098864999585692}",20,16,9.240081582541377,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.002, 'e': 0.09866746718476567}",20,10,15.63435369766485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.002, 'e': 0.09847032945383964}",25,10,24.46127223299736,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.002, 'e': 0.09827358560436272}",25,11,25.161282725290185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.002, 'e': 0.09807723484935925}",25,17,16.388161591966767,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.002, 'e': 0.09788127640342595}",30,19,21.936823802263365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.002, 'e': 0.09768570948272877}",30,16,-1.4101768331247813,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1164,False,"{'a': 0.002, 'e': 0.09749053330499977}",25,13,-0.13285218097200957,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1165,False,"{'a': 0.002, 'e': 0.09729574708953397}",20,16,7.547987540694599,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.002, 'e': 0.09710135005718626}",30,12,23.919257864385543,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'a': 0.002, 'e': 0.09690734143036825}",20,12,4.746722576794653,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'a': 0.002, 'e': 0.09671372043304516}",25,20,10.425973862175542,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.002, 'e': 0.09652048629073276}",25,19,5.43952547145007,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.002, 'e': 0.09632763823049421}",20,2,18.59252057332268,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.002, 'e': 0.09613517548093703}",25,7,5.800680761722957,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1172,False,"{'a': 0.002, 'e': 0.09594309727220995}",25,8,20.787300107705605,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.002, 'e': 0.09575140283599988}",35,25,-2.218407449492127,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1174,False,"{'a': 0.002, 'e': 0.09556009140552882}",35,20,23.979840493239333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.002, 'e': 0.09536916221555079}",20,14,11.17774099504315,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.002, 'e': 0.0951786145023488}",20,3,-16.985307894242275,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1177,False,"{'a': 0.002, 'e': 0.09498844750373171}",20,8,24.092371717607804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.002, 'e': 0.09479866045903129}",20,11,-0.8373957548678912,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.002, 'e': 0.09460925260909911}",25,8,2.228261737737602,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1180,False,"{'a': 0.002, 'e': 0.09442022319630351}",20,6,6.184600024155498,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1181,False,"{'a': 0.002, 'e': 0.09423157146452658}",20,6,27.92128565095863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.002, 'e': 0.09404329665916117}",25,8,-54.32434610078316,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1183,False,"{'a': 0.002, 'e': 0.09385539802710777}",30,18,23.054831938725165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.002, 'e': 0.09366787481677162}",25,13,23.509788675137372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.002, 'e': 0.09348072627805963}",20,5,-13.319178061957391,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1186,False,"{'a': 0.002, 'e': 0.0932939516623774}",20,9,20.01973196551052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.002, 'e': 0.0931075502226262}",20,11,15.031993783843749,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.002, 'e': 0.09292152121320005}",20,10,19.146867271647924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1189,False,"{'a': 0.002, 'e': 0.09273586388998263}",20,14,-2.8020962241051643,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1190,False,"{'a': 0.002, 'e': 0.09255057751034443}",30,13,31.79370171825848,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.002, 'e': 0.09236566133313967}",30,10,25.29121726318598,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1192,False,"{'a': 0.002, 'e': 0.0921811146187034}",20,7,8.963825512428981,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1193,False,"{'a': 0.002, 'e': 0.09199693662884852}",30,10,-19.293578085260453,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1194,False,"{'a': 0.002, 'e': 0.0918131266268628}",30,8,39.79417298581098,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.002, 'e': 0.09162968387750602}",25,12,13.304431211850284,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.002, 'e': 0.0914466076470069}",20,0,23.145097159035217,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1197,False,"{'a': 0.002, 'e': 0.09126389720306032}",20,9,21.48862014983973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.002, 'e': 0.09108155181482422}",20,4,28.049483307342975,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.002, 'e': 0.09089957075291683}",30,19,8.672641597575605,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1200,False,"{'a': 0.002, 'e': 0.09071795328941365}",30,8,26.059185160530212,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1201,False,"{'a': 0.002, 'e': 0.09053669869784459}",30,19,18.16897544851819,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.002, 'e': 0.09035580625319103}",25,11,0.46127817319078424,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1203,False,"{'a': 0.002, 'e': 0.09017527523188297}",20,11,2.4855683548370644,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1204,False,"{'a': 0.002, 'e': 0.08999510491179606}",35,13,37.76404062524057,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.002, 'e': 0.0898152945722488}",20,9,19.899600589834275,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.002, 'e': 0.08963584349399957}",20,13,12.033251991056645,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.002, 'e': 0.08945675095924384}",25,11,-14.023937564858226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1208,False,"{'a': 0.002, 'e': 0.08927801625161122}",25,15,0.35072972402983926,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08909963865616265}",25,11,27.75006821441012,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.0889216174593875}",30,18,19.8134347589396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08874395194920075}",30,18,13.89893722903286,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08856664141494011}",30,23,14.036404040407058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.002, 'e': 0.08838968514736323}",35,22,20.641229176211667,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.002, 'e': 0.08821308243864479}",20,14,10.390810539440405,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08803683258237371}",25,10,5.953961345494212,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08786093487355036}",30,20,0.4479613449333173,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.08768538860858364}",20,6,19.166548874755826,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08751019308528828}",20,11,7.953717706165772,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08733534760288193}",20,13,12.239761589651067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.08716085146198245}",25,10,25.839420807960444,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.08698670396460502}",25,13,-20.244959409399847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1222,False,"{'a': 0.002, 'e': 0.08681290441415944}",25,15,19.959133113583793,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08663945211544727}",25,0,42.18235664169259,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1224,False,"{'a': 0.002, 'e': 0.08646634637465907}",20,10,19.33994086720774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08629358649937166}",25,11,26.75053680711115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.08612117179854531}",20,3,-12.280269856389376,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1227,False,"{'a': 0.002, 'e': 0.08594910158252098}",30,12,21.605762871072073,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08577737516301757}",20,6,4.808217381505733,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.0856059918531292}",20,12,-29.945408326537216,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1230,False,"{'a': 0.002, 'e': 0.08543495096732237}",20,13,9.901667370477826,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08526425182143332}",20,12,17.612071100941925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08509389373266525}",20,11,14.206716391410705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.002, 'e': 0.08492387601958556}",20,9,23.920038962525727,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.0847541980021232}",25,11,23.696565855485915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08458485900156583}",35,21,2.0098637798368744,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1236,False,"{'a': 0.002, 'e': 0.08441585834055726}",20,5,24.304426693343807,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.0842471953430946}",25,15,19.26978964125141,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08407886933452566}",25,7,25.649354200701072,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08391087964154614}",25,12,16.641440763395345,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.08374322559219707}",25,15,4.711801022437705,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08357590651586204}",25,14,20.471811332068075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.0834089217432645}",20,16,7.974375928977134,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.002, 'e': 0.08324227060646515}",25,15,-20.00053668004402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1244,False,"{'a': 0.002, 'e': 0.08307595243885921}",20,0,32.252680986280986,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1245,False,"{'a': 0.002, 'e': 0.0829099665751738}",25,12,11.453665409901927,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08274431235146523}",20,9,8.059043238135654,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.0825789891051164}",25,9,-4.209099956496952,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08241399617483408}",20,16,8.02411607793647,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
